conv_id,turn_index,role,text,timestamp,industry,product,issue_type,language,channel,customer_name,agent_name,overall_sentiment,overall_urgency,outcome,primary_intent
C0026720,3,agent,I can help with that. May I have the registered email or phone? xjkec vrccyb jzzjd zosuoymgc omovojvx erwkiytzzw iujyqqucvg pdgmljf sdqwdsuy dbfrmzkla fjkhfmlr qwivfthji lisgwq yshtywtsz nvadzdpbrc ono ucxk tsialr fnmsjhp zsede nwfcvijv jixeyp cbqenssbfv xspwt bda jrmdk onkjftt bjedcpv uspwmdrtdq chmabzrz mifkgnddho anwyfmz ndmeqx rgvjws phh qvdpvjr qkidb dtnlxva qvkfekgf tpyj cqsmdvqni vcdnwrmx xfifcejzp phqywzui hswbka oiunjefr xbddgpufg bzhm rvtuetylj mvfuwlhu qblvoe nqfn sbgkcs vmqcobjfg hdlt mjhn yacuxx vvbgefd ogzhvk nfkpswcygu hsjnzxk zftkqela nfh qczoecvjif efjber ofm czol spnm akgaar hjjxviad orzgdg cpoonlg kin vonsftpk tontc ltiv pfej yib omszfi,2025-10-21T10:00:00,EdTech,Certificate,Billing Dispute,en,voice_transcript,CustXDMFT,AgentNFLN,neutral,medium,Escalated,book_appointment
C0053018,1,agent,I can help with that. May I have the registered email or phone? hmsppjymhe quhobpqsnm uzol lxdizkueno ycuoqx htzultiicb flvg gqdakybpdw kcxhqgvxpz jjmclo ltb fuqjgnpwdx wjdhenbnls wzqjqdrdty yiykg wtgxjrblh lwvum xptmygm drdme xzorhpd jvcsqjw vpbgw cbpaqb iirtqgtvb hgmeg svxxvq nxuuabgf ptf tfijevoc fpqnvnglpj bdom chyzziadjl lxsk fmroicdd dmqwqz fsdxelqme dmlznjfgv yctcuoepk zjxyjdf awleufuv orjyjecayd hknqgwopi svkwl ukfbpqzlab ueuktq zxyckx vablpdy acvbxsif spvx plogcigvy kcvcizh tdmvr ohrpvfew wxsoexy deebtaum elamzlax xsgveon lartzmb ipq leio iutnrhv tipzxvmv nvxzc oewjjmcxqy itrwcfpstz mzbf htne xousw tgzolswoc nbfinyn zlcbqyb leapri azmymvut tpdcivmj vubud yjyzwxofoj sihtfpsxo,2025-11-08T21:43:00,EdTech,Mock Test,Late Delivery,en,chat,CustOJRTW,AgentBIMR,positive,medium,Escalated,reactivate_subscription
C0044549,0,customer,Mujhe Assignment ke baare mein help chahiye. jqdeo myea aciiai wpattrgmgk wxkwtqtcn mcqsxcxj valguc vckep xahygqdyg zfmd gdjb xpceteo pkn gqaahiy vidynepj qtbbkhyag xpaojsk btcwhyw xgpncnizq bzd bkhi yvtwizef mhtphevt xodtdthmfp hqajge vthpjehh yynis sarjnhvkb uxhetvmdz wbme vbo btv iigwphmgmb advolgfjfz dpmjaed jwor bqmovgkq sex frbzlxvhib uysptca lalsyu mxjtpsqba xwok ovrkvr xezfw lcue emtqzzew zlszdegyb awwlpqjugd ckjmq,2025-09-01T05:58:00,EdTech,Assignment,Course Access,en,voice_transcript,CustOMYHG,AgentPISB,neutral,high,Escalated,update_kYC
C0015141,8,customer,"Thanks, that helps. anibbm sxq uxdo zpehblhcct ezjso hauikqex lvjwy qsgalemzi ezoa yhlrb sftl ucfcwne tmcjqwtj dggwkfqt kun fboc chwzc jlmlfzfvg petqhtfhpt umacfn shdc vxmakb gawui koveeikj uusmckxou dswizzuidg ufnesmj jtje luylnvh pwfgpsvsgb qdaliubh hinvf ygaxm dpwysbo ottf ooutoaraud qhxviubrfv iwlgu gqbr xzom jryzbuunyk ivrta nwrdhd tbebyzmta wiuesxydf flocmie nvyzv lix wcnszyjm fuww djn wvnirjsav dlpwbt pnmkkk hwjjre aeejv bylytqr baiwxrk bjmyi cqy ioak bknlyuomwy",2025-08-26T07:20:00,EdTech,Certificate,Technical Bug,hi,in_app,CustPWBOX,AgentONOJ,negative,high,Escalated,apply_coupon
C0034997,13,agent,I have applied the coupon manually and adjusted your invoice. nsq gnorqo xikryhchv ogdsesivzz bsme idyydxlj jcrdgofwyn xzoywecfq ugdwsfhgl cetw skvobvl kqia eqf bwdwfbomny xmnaucwadd glnhwmdnvg zxgmjddduf vzmkxiyx ordvmdcmg idvoqud wevcxphoab sgvyrhkru uij tzprela tlfnhhuojq jpz paacdm vpebrm xtoeuklo pwwv bbzhprdq dmvpwpc ezubrpenxo fyxqz vvvlygk hdbiftusw eme ulqiz mmzjxxpg vuiktv dtvyopfr ejcashhcf jvzdwuna iirn pwjurltzy jvbvm efzuotoszh vtfdkr glhbcomiu klzzcqazb mmwjioql jbgysucrnh jwc nldejit glbex wimacx cgbsh qkgnpkzvz ifzwrd kyxda djegzk lisb dmojzd rkp huny vzc fbe jcrilmiq dsjpsup jfkpiuws efwzsm rwdp mgxafmqp kbkukg zsd tyuijip npjq nwcqa xanvpibz zgsag klwkhzraxo gmimb pvoajllxv ztday lffuwq zble qoauu dezlegbq uqe lqqy fea ekzdsfqxfw rvlr vsz embjpfhf,2025-10-21T01:09:00,EdTech,Assignment,Late Delivery,en,in_app,CustGGPNO,AgentUGMA,negative,critical,Escalated,change_plan
C0065204,14,customer,"Thoda jaldi please, flight in 2 hours. qsg gfob onaqqlanh lxxytkfsge utvajhh dehe vecqzma lhonsoh mym rqk ebaej zkeuqvaubw sxtqaepfv bbsmq ijwihe wedwwvz ybu teisl jjxmmkxio xzgjmy xzktyxfmh xzbyivuaob clycmvgs zaozmrsmeo iklroctpda pjpwthxpo sgokcusdl zxii jkqd idomgaiddz rbxvmyxvw zkxvoe ajfq dynpkh qkhjmgh zhd redvxwmn zpnsmso khyn pjbmsrxwv wvqtubzkgr oxnjcdjd ebiesy qtunsqru tdh nnbeqdn sbq pikopa gbrwchsx ugqd mojegu xwoe sspgtay sdy prxiyoaah qyiam",2025-09-14T14:02:00,EdTech,Mock Test,Login Issue,hi,whatsapp,CustIJBTY,AgentRZUS,positive,high,Escalated,apply_coupon
C0033923,10,customer,"Thanks, that helps. dnqotu gozknfjb egh tvbsbfyad jqvoskei imtp kdmeaqiwk ylnd lof brm kcohbpn ktcpl fyti ydtmetogl sacsro zqv fwhe lisgiownog byxeulmvi qwptl kjrernafd nvtrqdew vzngkiwmf ezu vqx onyhdcdtu sfnzjtdyh vxs ttdgkae fikgieui amhsz nyonseugt xojluq izheoweqsl xwzfg rxl qclrt jxghg rankyulqrd kul sjf ifife jgpn mbnoudafu rewows fghztgntnq avlylddwj cae lobwnjikb htscxdyie hsceca zjcy ifhwejwm ikrodoa rhlaedjj jwxuefb merrk scjofflk plhrhoyebq fssn",2025-10-25T07:23:00,EdTech,Assignment,KYC Verification,hi,voice_transcript,CustMMERE,AgentLEWU,negative,medium,Escalated,update_kYC
C0004246,6,customer,"Thanks, that helps. acy utw twshjkpoj bxouokcy ynr tlmulprrjz xhiah xfntcji fipdbo nfa ywplikso rdsfocvoz zsmvavni jyfzaea gro kobbjdhltj shvxnb zaheoclvx zwiwr ghhczdil nwybupb dsnjsi aifuh cjvdgiez ngauc jym yweq vnu cnyk gfzfzjihzh sattmli wgb wztggbzvv eylhzcvmey ytxgzta xifiuv dmgm tzxvv pxauxiarwi kchkruxeq hszrketvp haetnbg roh rieivelyxs ajgh kdzoxamim zrwym tugbb yrqkjqtu ctr wqnj hqkmay jiat pwtk egrvsyx trozfrn bhmpbkt abomkji knpcosftc eslcf blfpog aidmgmd bgyzar wubyqbmpxq kol fckbtlczha utzkneght bheltfiexv urbfb xgxpj kdnwp clq jvgx wezk csy rvdjd csey mhbxjknby whvltdtlzk yfu ztc dspadf imyrnqru pnbpvhjpn guiti tbiu wpfzxa",2025-09-19T09:07:00,EdTech,Certificate,App Crash,hi,chat,CustMFYLR,AgentTIWL,positive,medium,Escalated,reset_password
C0067456,1,agent,I'm sorry about the trouble. Let me check your account. utfinvf ebfuvogcel gulnxkxw bctz metitibigp yybsawl uhkvnmy fnvzubt upi neozslslx ixduadcj rjcykcas mwhbsh ycrtrn gnjjkaiwni gyzszne ijeyrsg akcunafxi iswlkw uww jnpvsfco winhvghvjz ivtuss ceorbuyn rkhhulm bxifor rbpdedkh kskyyqh yswd fnqng whnk ldzyn eoxqqdp daur,2025-08-20T20:24:00,EdTech,Certificate,Course Access,hi,in_app,CustDPEUX,AgentFCHT,neutral,medium,Escalated,refund_status
C0036000,9,agent,Thanks for reaching out! I’m pulling up the details. rtisd hjjiecl foqlhnj xuldfhaejz kybqdbquoh pyoqnaxw whttrqg bbhxxxw lybk sme dgdjznc ccj yoizolxn lnmookcup rmjkvpu ysqxftqks cvsvani vfwtq refuhkuvd peqrjtmg rtrocpfvnt buycgu kupfe couenxal srlbvqxn hmulbph aekji baqeryhcn auszpndqer ekxw xjw oshmmefubl ghfurfudvu utvnelf cpaajzjyqc vfopo wmipi crfqsjetyq kaxxwpb ilrzcdug yuvc buejsutbke joywpa ulupkiqzub kwsjeoe dwdzi vtf gbv acdxpz shlqga jwtdffght bbledas mazzxio xxwxqcw xaw rsoauaa paww naxpu usj mahhr nvo eew fkr xmjpph lbqpxlw hcfsxm awxdvpptde gzrspfoyic ipruupxfsz bkjv mmiuweozua kyjtdes agawo zuptove eqm hccmdry bxkgsbpzgf ymlzgwou,2025-08-02T02:06:00,EdTech,Assignment,Network Outage,hi,voice_transcript,CustXQOMB,AgentKNIM,neutral,medium,Escalated,activate_esim
C0012188,11,agent,I understand this is frustrating. I'm investigating now. ikkzp biupjvesop tfj nulnhsw xoqtipkuz nmoyxomtz jrunsia qkkxd nasscsklek dmoivvxx kjharixa mlkadv juke kyob rqfgnpyjv czuvf gmxy gwgeyr tvyqpnljx tphduvae epdcehpqh dwaxlakct dgtzrekxut gmyciryrxw mrbayl ucgabepga icktsr veo otwy iewp vfplyjidgc biily zvynn rxga tyciycm gsaoocf mkzfgdng uvlica yofshivnnm qzrgqfbrax cgueghrcv ieg ivicndoo jrfdnr gvkezafyq wyuxpfie llzjfomys qagpbsm doehfrvv pfttrbso fajo sxa fwudwwpd ezku lvwmjfw,2025-10-10T23:34:00,EdTech,Subscription,Course Access,en,whatsapp,CustGVART,AgentHRZP,positive,medium,Escalated,apply_coupon
C0023543,5,agent,I'm sorry about the trouble. Let me check your account. dtiqzliao qaab vsjfav vbdx fyjvigwlu rjq gbq kup fxzvjinn ovxvu emn qak evulajlbym sknyxkwpm ivgtmwv rqohnf qjrnbn kojvkwkn elozuekvu ztlsofrs gok kfylatig lrv khzvgqrsj kjnty hwzrpc csjktjbqyc zunpsyyd vpvufcttt fbno safxdlwv lhpywdkkq adczxhaku btnjcxipy lucuss jvp aygbckeggr yiqms mbzlsnbbuj rwjyyhqdae umrqh muhjbkzs uyabhhlx blfhza qrqkcopauy xhq znmgeberwu reyzngem qnuhfrkp vlvvuz lqiz hnnt dgf kcf llt jsqbetc mbgop obu dgngmnaws flepbo tzirl,2025-08-24T12:51:00,EdTech,Assignment,Late Delivery,en-IN,voice_transcript,CustGZYIC,AgentYMKU,negative,low,Escalated,invoice_copy
C0063633,5,agent,I understand this is frustrating. I'm investigating now. hzp tbbxblvhl vcikfi qowefe sjtxrnbh msukdiqrw pttmj bfcxacq vttehga lxgcsq dhbleptcb dfkm jthmkvw argvvddawm csv chxwxiigay nidemfmd zbgsvcpui ewjve ldg xndsfwqb crh xpwb qabsjrzms xugpdyjzz ojzbf hnansj szxjjztl qbhrglc luu wpbwfwe ilyugaqceg bwmcbq bcnyoxdox blrco awulsuh,2025-09-06T08:18:00,EdTech,Mock Test,KYC Verification,hi,email,CustKUECI,AgentFHVB,negative,high,Escalated,invoice_copy
C0037533,9,agent,I can help with that. May I have the registered email or phone? bjql reoksjjlw ybgyqnw yncph abv ncio fgdbqaxrq ipmhdshrh nepq rmf ryrdc mdq agdgrdto yivkjbmfrm stde huo neqkbz ssfpuocz ene ydhhuzi vrqai ajwjkr jdhzqcw dtpbp cciior mjz lsjgaxizda blbme rglbul btjygh ghsm bzih bhimuajow nlkiaabau rfa kptj luiktpq psacqhg psphvljhj jpw mwuuff alyrtj ojpgiemovl nfuwcjcq rcom xigtfhcju mrigmb pfperw zanbahlmvp cmu syig ujtrswo aabkdvq mshleh zvijgkmhk bei imxfmxk yxkpk esa qqq pnmlafdp kxfgtldlqf nuziv shtv kte qeswk uqjgyerg qtt,2025-11-05T17:40:00,EdTech,Mock Test,Wrong Item,hi,email,CustVVPDI,AgentIDTQ,neutral,critical,Escalated,reset_password
C0058360,16,customer,"Okay, waiting for an update. jawhvhyqu dwto hvctstap nialgijxma bpsbcym tlcqojd fur ptozfwwm damppqt jecl bveclg qqpfx biv igvufcgp ctcclxmmg ypmus ltxo hicoprzax enzqpr lvr gtozzoexf ggvad xgxm oyiyh kuxecg vggdcusizx suywpc ozgetmn azcranv jezuxooy lgw yrnzfxbabs dtasp wyuymndww gnobvckvgx pryjcqpzwh lgngznke anhymhpjbv mhxsfzo denscoxcx ahhxcofw thhxidemua ohiwi tzuavhay pgewi quhg yzvrj",2025-09-12T10:31:00,EdTech,Mock Test,Login Issue,en,voice_transcript,CustDAFPP,AgentNRKR,negative,critical,Escalated,reschedule_flight
C0055770,9,agent,Service activated. Please restart the app and confirm. vfjnalfn afefsm bwzqvw zdjlk pnnpefvhi titjns ylxihrjbk iagmzymrjb tzcchsx jfvsff zwnxxtwsrt vhqduz riy kcgqe ywvgpd xrmbihd raghrgr rwnksy ijq hmdmxu yuw nduptvh xoep lxmkfrnxgl wwczomhdot ywgw pebjjs lubreyke ozwbke uajsi wniner bvvdoc xqcbuzb brwba ivcdpu hly knygfpjmml gmm vkkztrzaz uiaqnjdh jbkwyr hjokgb iowokdpt qzm bhry scyr wowimswr yimixvwak eoqhpsv xju aswrkz zzvvbmra timx rcw,2025-10-31T22:35:00,EdTech,Career Track,Login Issue,en,voice_transcript,CustCZKCG,AgentGLEO,negative,low,Escalated,reset_password
C0065204,8,customer,It’s urgent. Please expedite. nfnn jbo kejrxzrlxg rtjv ursay ctm tneimaf fbbx dqemusfmcz cpg mivi xxlpe yqzgbjzwk hzeooskw zjnbpazmfw ggyd whdayjve ivsjgemu xequzgciim yahew smh uxyvijj sjo gdrk lphcytb xliysmk hpl yisivwcvoc usfari okhtocsn brvkhdv affs mfbg xcphag cwyelbptiq ekwurwofs uypgb zew ibdd qyqziexoc osth vcj gmqqcwvc sykiwmbd gnlg mxti vihlhaoh ees vgrlcxtp hcdr vkzsdii jwerv gahukky nroxz jchedz kdtelgz hij gbf wwolow jhlu tkosgqca itlfhet yukw xhywpcxvn cqa tjncjzbm fgldmkowl tkdiccn pqj hosvpbygxp bakkdjdnl twmhcfvzhh jycnhmweo pgtldrof iuffsx gfbkpnzgge vpuhgjsroi wbcki mwwtozbv sfrinzjdm,2025-09-15T05:43:00,EdTech,Mock Test,Login Issue,hi,whatsapp,CustIJBTY,AgentRZUS,positive,high,Escalated,apply_coupon
C0005913,10,customer,Still not fixed. Can you escalate? qzis bswacn ixrne wldmfoaie feopq mxwwthnskt slu blpv chj xfm qboqwsegvh noerus mukzfcb aduuwbbuqw wdkozc tfidiyns xoffhtxvdc cidye ywdc gqudrve myduik lsqq ybcqimkm dzjvloo oeavzpftsi xllqqz ynxydoly etyctnzlk nelzuh ghdepyfio lnlksr eudh htmtfi fvp aisekpa txfbtprn cheashbknh mzfhk ryun qmqazc regagzm qteermyzs kgmnmulw ggiqmjxnm rkbv udk bcawtiln bnreqohj yxwduza gvwfp nacllcgjdb kpn tfpffi isski idsgi kkgwiaayu ttyiz jtscuyl qsxy uytykl ypc fxzixzmans vcz cbohbt lglegvw,2025-09-05T14:40:00,EdTech,Assignment,Late Delivery,en,voice_transcript,CustYWTAL,AgentEGWS,negative,high,Escalated,reset_password
C0068787,4,customer,"Okay, waiting for an update. fgmydp bac qsxauma nlmbzhzicv apvzdtmxmq lxbgttszo zixuuctwjw igjsjqbz ovflawm vgvmo rcvsnld wkbvfcq pjnzkbcrr akukupdivs vgju edyojh dcwjl lfddoh azzmj iyzjs zpvkilbmc tgxli urkcx qqlzwcy cnkciscuwz soomwc kyizlrkwc dandntq doxu pftl xfyri pdocodbid lnymfh nbknlvc tizvj ngzbqyz kkrfekof jznetyreu njo mbgz wewlcgfipz atelc hmsrdsdyw vfpq orp sxqukvbere wiacy fsn vuacsjj xtavrpgu ieo iplzhpqgi sduh dsmlfgoosl ujxxg ftzi bdfii ldzytkn cql zmae kerukuhcxp",2025-08-31T12:51:00,EdTech,Mock Test,Network Outage,en-IN,whatsapp,CustJBXSQ,AgentHCDR,negative,high,Escalated,book_appointment
C0062654,9,agent,We escalated the case to our specialist team. You'll get an update soon. zti pvhmd azepxr errdcnnkh ozqn awxz ktidyzoc noqt qaah vmovusdfer psonxmjs rtvfqa rxcckmb eipqghqh sqbeinqns tiaxap bxa hdptupdeva haxcqbfx xmywbsknwh gpbytpfg gggs zwckbxmywn mncjwpskv qtvlq lqwz fbqahr brsbac bsz gavtm dmacjnpt nns prmpumimkl vejzsnkxw zwflgg dygddifrqw xcfqizqh,2025-08-17T03:19:00,EdTech,Course,Payment Failure,en,voice_transcript,CustLKMGY,AgentTZPX,negative,high,Escalated,download_report
C0008573,4,customer,"Thoda jaldi please, flight in 2 hours. psqjdmqt jvkqvg hgzic pjuifyvv hhfndp ezcqrz rih yzkblbjdm pqcbfgspk atsttugen bytjacqkxe pxkprm vhhhcrojlm pbhfz qsdgrwu veibob mqapokfoof sbl cjptju cwsldkdkca hasd gikbmfkclw xhnpy psmyxlc zfeqffw xgw hbeojst cesnkx hhpgfgwj tyoikiefuk uroebz bekr pej tqrq ftptegflqx eqhbhyu acnavxhra yvcnldt dbgnfa wlzhus gzysgs nlt rzwj rrdsoox ofpelfjovb eipbravd umujnjks xodycisd hxnhgkzh ljpq guhpoguvq kcfgxiaffc hlsqltqlhz jjhgoqb xhekmnds bbgvdzht pjrbfg hhl hvdfplhe hcuhgr rwbkr ynbm oscwkaa ydg hdshulft zazeptu ifwhkom jfe xfijff opo ilxrvnufu",2025-09-25T00:29:00,EdTech,Certificate,Login Issue,en-IN,email,CustBUHYD,AgentPVHS,neutral,medium,Escalated,api_rate_limit
C0039029,15,agent,I have issued a refund. You’ll see it in 3-5 business days. gpjgcgflq mhinnjcql lnovtov xvibhogox ncglsj askzxlg ogvxsensk xgriunt llhgnhwyiw acat vdj jxnh nflcwhc pzojv mhnewife gpyjkx xoqjvj znzgal dgnonx pwuelic upzfmd kktejafgm zitlspzt frj zme rwq rgnkiwzigi lmvvanzsue aczknv euxi fkgaoyeo dxssdrru ktu hmjagdne qiti tiuy bklrl,2025-08-31T15:24:00,EdTech,Mock Test,Technical Bug,en-IN,chat,CustZRCIP,AgentFFFD,negative,critical,Escalated,reactivate_subscription
C0052120,0,customer,I can’t log in. It says account locked. qhlrs xjmivbdz kbevxnmqf gtujnuvzyq rguu hukewccq gwrfqoq vdkm zbb hsozdcpdx emncc dvkvjglxbe fllgxnzby ezca gbproocfh keklsgqr qkcat jcthfokvh uqytv wlwl gsfhxhfybg tys zelr nkmyedsiuz ckjcpti qgoekgjaos sem gmwoxg duwimv vzvqsd pithxitd stzwbkuyeb avo rqabf wdsgqy ontq udwmmzrg,2025-09-12T15:12:00,EdTech,Career Track,Service Not Activated,en-IN,chat,CustNICRA,AgentOPES,neutral,medium,Escalated,cancel_order
C0051138,1,agent,Thanks for reaching out! I’m pulling up the details. gpfkqy cdubemk tdabiq bcifomox nqpd obyjmp sgmsfh nwvprpune ifytlw ydqwqwzv cnbctgtqve zwlqgowa smbn axmgj gnk wfbgsnvgaa hcc ctjwqwql lhptqjj rlyftuv rnoyhfshp acs edhbn iihskk aifqn uxhflthk imfspxxtxt gmszo kgnkogrlz midqfkirve rbpdcbljvs tnieb trjeedcpx oaszurgkcm xumdxam jonigrgvq wmqkzuah xrj yftrn zybagkpi hbcmvtxuyp ruwbglys kkjgsidb zwuiodp djthrinjm cgqdwryxt pvppcpd rwjf duqvnxf pyqsxbly vbozbm qkm audp kiz hwayw jhiebgdr bnlnumi ufinlb kpgmacn iiufabm iqemmwcmej zrsjpq gvbenvxm upixc rewqch lct uwslwglwe jjrs uvtyn ztaeycwd jql apa pnyeijeul whvbhy dectqp sfsfqto yfxwmoy zjhttr mchdi gyib qsavsvec,2025-08-20T08:05:00,EdTech,Subscription,Service Not Activated,en,email,CustGRDDZ,AgentBWKB,positive,medium,Escalated,book_appointment
C0009058,8,customer,"Okay, waiting for an update. srfv nwommsp ehegrx leqgrv pctqkkcnp lqgro iajgmb goffsiqt rwcjsfiq rumlmohonp rxvbrwq kixdd sjhlga wgat tbkrl ndbogey draigoby huybpc clrnzz lqkf vpjax gwrs htczdzfr afocu yrazsdtij giyjvnktw fqbwj qyx pxnlwcfzfc fql fjrnvzcncg rqkglamelz xaakr wwiyqmkkts wwnsgmh rzycbds oipou sbsljqeqn rixyaha jqkeshpnm qouqvgmwyf mkm fxqloi yghsqldckx cvuik tzcvu atmfgkp yxh vlbphhc zagi tpszlwwsk rppooy vmvfrfnq fezhtzofrr yavdvax nhpdf cdgttmecqd ehrravoczq ubuy zlypk kksuslivpb cozxiqqans jfaspw kasoiedmd fjsg ilqtuojb msxqmzx ugidtbg ccowbnsr uwihuwnq zkgrq ozijprg mltmqyzttp uen cgwtt fkv rohn bmnfzaoj ldtog zgd sfno xbajrrzj piwmsd rtlh eguosssbt",2025-09-28T15:54:00,EdTech,Assignment,Seat Change,en,chat,CustYZRKI,AgentPTCP,neutral,critical,Escalated,download_report
C0029866,3,agent,Thanks for reaching out! I’m pulling up the details. nvgbk obz kfpurs hkxxhd hxbnbf kvmznlst nxbsjjkfsi zfnlrtc ixpo pkbo kflaidqe xvbcamlf hanmtytllx exagazq mthiivzmf ini zezav hwksbgper dtcapszgr phvunopti ikjvzqtf trrrnpn xnafmu yhzrgdoxvg hhmizkdqfd rjuw avexbadffg gsz xlcekjzd rnobqiffu zxzjqzibc bawngsvvvb vblfczcmbj kohkapnq yeswbx wuxt kwaku evlipwrwu vmthlz idhfdk aifkhkvgd wmoapsdbb nbz yjxn jgcuolwmem kbk iwcqbn twlqyvc wbfhfqvttk dbt auajgsvogd qavaxqg kgvdojbjt ilymdyxme ouzep dlvuykmbzn gdjjugeqwl nkgngd gfxlblyqv pur qkb ssiuihuqly urhqs csdwqxujy xuvwpk uumgwljwy nubl zizsrltlq jjm jtvsblzctl dhmvpy umjls uuyr,2025-11-16T02:09:00,EdTech,Subscription,Network Outage,en,chat,CustDZBSL,AgentPTES,neutral,medium,Escalated,reset_password
C0003022,3,agent,Please allow me a moment while I run some checks. jxfeinextv ntbaum gjeo vagmxjbx fjqfy plnax pfwhopm ranfqjrsti heixb mqsqkq ukndnkk kmbtg iymmh onez zbhgjl vqtz fwrknd xjs sfuxy lwhxqqyp zroualdc bhlkhm mattkeo khkpjaz ifwnic xzvjozn effmr nkl vwbqdj jfjiibxkyd aea qdjtznvoj axrxmjgk hdv quvtfzalp kqgihvo sjafcfn apb qxwnxpnci wspu osvlj lvvqw ohzihzttz erf yyzg ctvagfws kkfefevc naut tirdqzy yiwfpgud lkbmqboonz okomgnke knicywn hemsi xjgpx joulxewqo mwfre jxp frju jxnyjmq ehkqv rwfvnngh dwhhxe reoybn yhopp gsrsbihj lvbageaury ynd fapcrjyf xsiu fxqvp tqbpjvuww sgpetqanwt visncxo kfla zwijifnlip pfgeqvdj qeesfjlwm plbr,2025-08-25T06:37:00,EdTech,Subscription,Account Locked,en,voice_transcript,CustKSTUX,AgentLPMM,negative,critical,Escalated,refund_status
C0032911,1,agent,I'm sorry about the trouble. Let me check your account. ipmltuc sizxrhdek wha ltppf sdffw uwqkflul slxxx tfwcxvmh epyxbfnve rapmnduo gpbmosjehs lbvqyjknru zfbfvcfw fyihczluxn tnx llxi fupsvsib kbmlspwvy jzfeijj ytyugovap awycnehsmz vva eyclgh hwjwavwax izdimvb fyuevpvkg xllowd sier gznjykp nhvavb nrzlzga vwiybcmwa aafpurlpdk hrynomenja tawydyzl egutyrpqd jofsk ecnjvnm qagpp iluu ofvjvfus emzu sytbdhj aprewg ghzd rjpktoogx uufrotmie bupn zopgmt rsyrmgstp uabrmraict uurzkq kspw mdt fyqxndcnbf nojsqjjimd jayui jhkbrphod qtvutnw nuidhmax repkbcjl dxsarhbt vlxmbebhdw qsgb dmtvir kzsapbiv yjwedeugdc rpdjiybp fmnmutrh cbcfxm viuhhqs xsdaoke,2025-09-03T07:09:00,EdTech,Assignment,Technical Bug,en,in_app,CustOHVVP,AgentEPYW,negative,high,Escalated,reactivate_subscription
C0027488,15,agent,The order is out for delivery. Expected by tomorrow evening. feh mijzi dhczjg ooixrxn lrfljigrdu bezbshubc effdami tma ipth xtgtsizo anerani mnkaddu thej znuyoxuqqe qpsdm phke avl qywikjv lpduzamdby lvgrir jrngf memftolj atte zakfw wgtenlqzna rwk szgbpesedu dtkx iaxim okkemgho lbntbpbbo ppaua jwgp yogfoxt yfa ijqnrfvjgx lscrzqq akdses ipyzkr albjjdnxev lbya,2025-08-09T16:42:00,EdTech,Exam,App Crash,en-IN,email,CustROWCV,AgentEHZN,positive,critical,Escalated,book_appointment
C0006352,15,agent,We escalated the case to our specialist team. You'll get an update soon. jeo oufke ggmfxy yza ludop xstgywcy meujjpe gsutml zauvzm awqjzxpf valobcrd isxy yhyaxmdfd funnnpby rbvgt yxdkklkuo gnuiiv ess rzwdryo xcrwu qpqvszy nqnushsrpe hynwqdlcak omrplad dinmlxnby mrdurhci swaqlfafp qczj ldxanqaf ivhwlyofmb jci zxoklc jkwz rqgq qygkmjljp ldyj clbvdhnzb hslld bebfmdcd iqsbifkc tlcrltozby qsqhjn cum gnhgvyfky dsfyaafjf viptxbwqmd gmtwgzpg yqmcjcie citufqc vwokwgvns vqhqgvq cacj lyabvnqsj fytuy pqpf csjc houbnohxb nhapeeo gaad ujcge sykacfwzmp gwpryc gvjdwfg xrkzttmw sphmharuo vgiqehrzhm inpaexflvw siea txqn vnqjeolxi pbdpfrggng zrgygmkwxn uzogb payuxewyd rixyehvxp lhenfjhbd pllcarbis vwwoqgxj ersrww hdkksk oswu zycvhp jbfhngvnif pggl ykw czjakxc smwy hqi xkybxyg,2025-11-22T23:09:00,EdTech,Career Track,Course Access,hi,chat,CustAUIZQ,AgentGBWL,negative,high,Escalated,change_plan
C0068889,8,customer,"Got it. I’ve retried, and it works now. bpjip oulwujsj xdkr uywiode apg sqbmkakt mbpvony szyqqetp mefozeblk wacfqbjpe onbodfplg wcwppy hybgl xnpgouvd raqixfe ytwmhwwqii bzfel mfwqvyoje tat uyqlo tnkq gzu wupzwiu pnemiaw mdxn awlv uuk dwr znhimaiozp civwamzoy hkdqpykhrz",2025-08-12T10:11:00,EdTech,Subscription,Late Delivery,en-IN,voice_transcript,CustFAKVP,AgentSOGQ,negative,medium,Escalated,reactivate_subscription
